,Name,Location,Area,JobId,JobType,Link,Department,PrivateAdvertiser,Featured,Datetime,Class,Subclass,Remark
2070,Register Your Cv With Personnel Resources / Temp Resources,Bay of Plenty,Rotorua,50512721,standard,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Personnel Resources/Temp Resources,0,0,2022-11-30 16:59,administration & office support,administrative assistants,
2071,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
2072,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
2073,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
2074,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2075,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
2076,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
2077,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
2078,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
2079,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2080,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2081,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
2082,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
2083,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
2084,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
2085,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
2086,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
2087,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
2088,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2089,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=7e72c609-85ca-4b51-85e8-3a845f507e37,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
2090,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2091,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
2092,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
2093,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
2094,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2095,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
2096,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
2097,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
2098,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=2895c194-27cc-422b-ac00-f72d97771ba6,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2099,Register Your Cv With Personnel Resources / Temp Resources,Bay of Plenty,Rotorua,50512721,standard,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Personnel Resources/Temp Resources,0,0,2022-11-30 16:59,administration & office support,administrative assistants,
2100,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
2101,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
2102,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
2103,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2104,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
2105,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
2106,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
2107,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
2108,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2109,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2110,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
2111,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
2112,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
2113,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
2114,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
2115,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
2116,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
2117,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2118,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=1e84a571-cd6d-44d2-9917-bc98d1d38500,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
2119,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=a42ec21f-4072-4d04-8177-28b28ccb64f5,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2120,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=a42ec21f-4072-4d04-8177-28b28ccb64f5,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
2121,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=a42ec21f-4072-4d04-8177-28b28ccb64f5,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
2122,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=a42ec21f-4072-4d04-8177-28b28ccb64f5,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
2123,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=a42ec21f-4072-4d04-8177-28b28ccb64f5,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
